"Time","CD","CM","CU","PREC","RH2m","SNOW","ST","SWD","SWDtop","TT2M","WS100m","WS10m"
"2019-05-10T00:00:00+02:00",0.13,0,0,0,75.15,0,7.99,0,0,9.49,6.87,2.49
"2019-05-10T00:15:00+02:00",0.01,0,0,0,76.27,0,7.58,0,0,9.15,7.04,2.51
"2019-05-10T00:30:00+02:00",0.01,0,0,0,76.66,0,7.49,0,0,9.05,8.03,3.17
"2019-05-10T00:45:00+02:00",0.01,0,0,0,75.58,0,7.62,0,0,9.18,8.67,3.73
"2019-05-10T01:00:00+02:00",0.01,0,0,0,74.53,0,7.65,0,0,9.23,9.08,3.97
"2019-05-10T01:15:00+02:00",1,0,0,0,72.49,0,8.62,0,0,9.57,9.14,4.06
"2019-05-10T01:30:00+02:00",1,0,0,0,72.01,0,8.95,0,0,9.61,9.12,4.08
"2019-05-10T01:45:00+02:00",1,0,0,0,72.59,0,8.94,0,0,9.48,9.03,4.01
"2019-05-10T02:00:00+02:00",1,0,0,0,73.57,0,8.85,0,0,9.3,8.93,3.96
"2019-05-10T02:15:00+02:00",1,0,0,0,74.47,0,8.81,0,0,9.19,8.9,4.04
"2019-05-10T02:30:00+02:00",1,0,0,0,74.84,0,8.85,0,0,9.21,8.88,4.08
"2019-05-10T02:45:00+02:00",1,0,0,0,75.27,0,8.89,0,0,9.23,9.01,4.13
"2019-05-10T03:00:00+02:00",0.42,0,0,0,76.73,0,8.43,0,0,9,9.01,4.1
"2019-05-10T03:15:00+02:00",0.42,0,0,0,78.34,0,8.16,0,0,8.78,8.93,4.01
"2019-05-10T03:30:00+02:00",0.42,0,0,0,79.69,0,7.99,0,0,8.63,8.79,3.92
"2019-05-10T03:45:00+02:00",0.03,0.01,0,0,81.24,0,7.47,0,0,8.39,8.62,3.82
"2019-05-10T04:00:00+02:00",0.03,0.01,0,0,82.34,0,7.11,0,0,8.23,8.59,3.76
"2019-05-10T04:15:00+02:00",0.03,0.01,0,0,83.24,0,6.89,0,0,8.13,8.61,3.76
"2019-05-10T04:30:00+02:00",0.02,0,0,0,84.28,0,6.68,0,0,8,8.54,3.72
"2019-05-10T04:45:00+02:00",0.02,0,0,0,85.27,0,6.51,0,0,7.9,8.39,3.63
"2019-05-10T05:00:00+02:00",0.02,0,0,0,86.15,0,6.41,0,0,7.85,8.43,3.64
"2019-05-10T05:15:00+02:00",0.29,0.01,0,0,86.53,0,6.58,0,0,7.92,8.45,3.68
"2019-05-10T05:30:00+02:00",0.29,0.01,0,0,86.7,0,6.62,0,0,7.92,8.38,3.69
"2019-05-10T05:45:00+02:00",0.29,0.01,0,0,87.3,0,6.53,0,0,7.79,8.33,3.68
"2019-05-10T06:00:00+02:00",1,0,0,0,87.58,0,7.08,0,0,7.8,8.23,3.66
"2019-05-10T06:15:00+02:00",1,0,0,0,88.51,0,7.22,0,0,7.63,8.1,3.61
"2019-05-10T06:30:00+02:00",1,0,0,0,89.75,0,7.17,0,0,7.46,8.07,3.6
"2019-05-10T06:45:00+02:00",1,0.01,0,0.01,90.8,0,7.28,0.55,62.32,7.46,8.19,3.67
"2019-05-10T07:00:00+02:00",1,0.01,0,0.02,91.76,0,7.44,0.55,62.32,7.59,8.43,3.82
"2019-05-10T07:15:00+02:00",1,0.01,0,0.03,92.58,0,7.64,3.55,164.7,7.76,8.4,3.86
"2019-05-10T07:30:00+02:00",1,0,0,0.06,93.53,0,7.79,5.66,216.93,7.87,8.18,3.78
"2019-05-10T07:45:00+02:00",1,0.5,0,0.08,94.5,0,7.85,7.57,255.56,7.88,7.8,3.63
"2019-05-10T08:00:00+02:00",1,1,0,0.09,95.01,0,7.85,9.62,322.36,7.85,7.26,3.39
"2019-05-10T08:15:00+02:00",1,0.24,0,0.07,94.95,0,7.84,9.54,375.11,7.84,7.12,3.34
"2019-05-10T08:30:00+02:00",1,0.02,0,0.03,94.1,0,7.9,12.43,427.58,7.93,7.55,3.51
"2019-05-10T08:45:00+02:00",1,0,0,0.01,92.88,0,8.06,22.34,479.54,8.07,7.69,3.58
"2019-05-10T09:00:00+02:00",1,0,0,0.01,92.19,0,8.19,26.88,530.78,8.16,7.47,3.49
"2019-05-10T09:15:00+02:00",1,0,0,0.01,91.84,0,8.25,26.61,581.07,8.19,7.54,3.54
"2019-05-10T09:30:00+02:00",1,0,0,0.03,91.69,0,8.27,27.85,630.2,8.18,7.75,3.64
"2019-05-10T09:45:00+02:00",1,0,0,0.04,91.29,0,8.35,36.31,677.96,8.21,7.59,3.55
"2019-05-10T10:00:00+02:00",1,0,0,0.07,91.84,0,8.35,32.94,724.14,8.16,7.27,3.42
"2019-05-10T10:15:00+02:00",1,0,0,0.06,92.4,0,8.33,32.57,768.54,8.13,7.07,3.3
"2019-05-10T10:30:00+02:00",1,0,0,0.01,90.81,0,8.49,40.99,810.98,8.32,6.97,3.22
"2019-05-10T10:45:00+02:00",1,0,0,0,87.19,0,9.17,70.74,851.28,8.97,6.87,3.22
"2019-05-10T11:00:00+02:00",1,0,0,0,81.09,0,10.83,173.42,889.25,10.16,6.65,3.21
"2019-05-10T11:15:00+02:00",0.73,0,0,0,75.65,0,12.58,292.8,924.75,11.14,6.67,3.3
"2019-05-10T11:30:00+02:00",1,0,0,0,78.06,0,11.06,54.81,957.61,10.39,6.91,3.39
"2019-05-10T11:45:00+02:00",1,0,0,0,79.79,0,10.53,55.46,987.7,10.01,6.3,3.03
"2019-05-10T12:00:00+02:00",1,0,0,0,78.47,0,10.78,71.42,1 014.88,10.28,6.02,2.9
"2019-05-10T12:15:00+02:00",1,0,0,0,77.59,0,10.98,75.92,1 039.04,10.46,6.66,3.2
"2019-05-10T12:30:00+02:00",1,0,0,0,72.32,0,13.35,316.72,1 060.08,11.51,6.05,2.96
"2019-05-10T12:45:00+02:00",0.02,0,0,0,63.58,0,16.9,817.5,1 077.91,13.12,5.2,2.75
"2019-05-10T13:00:00+02:00",0.06,0,0,0,58.84,0,17.47,810.64,1 092.45,13.69,5.52,3.06
"2019-05-10T13:15:00+02:00",0.64,0,0,0,58.06,0,16.63,527.06,1 103.64,13.51,6.13,3.34
"2019-05-10T13:30:00+02:00",0.02,0,0,0,54.54,0,18,846.59,1 111.43,14.17,5.91,3.19
"2019-05-10T13:45:00+02:00",0.02,0,0,0,51.97,0,18.6,851.82,1 115.78,14.58,5.05,2.84
"2019-05-10T14:00:00+02:00",0.15,0,0,0,51.45,0,18.73,779.9,1 116.69,14.72,4.42,2.55
"2019-05-10T14:15:00+02:00",1,0,0,0,53.79,0,16.57,234.93,1 114.13,14.05,4.49,2.57
"2019-05-10T14:30:00+02:00",1,0,0,0,54.86,0,15.84,204.58,1 108.14,13.74,5.54,2.99
"2019-05-10T14:45:00+02:00",0.42,0,0,0,51.56,0,17.96,628.86,1 098.72,14.51,5.11,2.79
"2019-05-10T15:00:00+02:00",0.02,0,0,0,49.4,0,19.2,817.77,1 085.93,15.03,3.9,2.31
"2019-05-10T15:15:00+02:00",0.71,0,0,0,49.69,0,18.21,442.15,1 069.81,15.1,4.64,2.71
"2019-05-10T15:30:00+02:00",0.02,0,0,0,46.58,0,19.32,792.3,1 050.44,15.61,5.7,3.21
"2019-05-10T15:45:00+02:00",0.05,0,0,0,42.87,0,19.14,761.45,1 027.89,15.31,4.83,2.79
"2019-05-10T16:00:00+02:00",0.01,0,0,0,40.91,0,19.15,759.33,1 002.28,15.1,3.78,2.24
"2019-05-10T16:15:00+02:00",0.09,0,0,0,41.77,0,19.11,686.07,973.69,15.33,4,2.37
"2019-05-10T16:30:00+02:00",0.01,0,0,0,43.08,0,19.42,699.52,942.26,15.73,4.45,2.63
"2019-05-10T16:45:00+02:00",0.04,0,0,0,43,0,19.35,651.74,908.13,15.88,4.87,2.88
"2019-05-10T17:00:00+02:00",0,0,0,0,42.23,0,19.29,639.31,871.43,15.77,4.47,2.63
"2019-05-10T17:15:00+02:00",0,0,0,0,42.51,0,19.27,605.85,832.33,15.82,4.46,2.59
"2019-05-10T17:30:00+02:00",0.08,0.01,0,0,43.18,0,19.11,533.15,790.99,15.91,4.91,2.75
"2019-05-10T17:45:00+02:00",0.01,0,0,0,41.89,0,19.04,530.79,747.58,15.88,4.83,2.74
"2019-05-10T18:00:00+02:00",0.05,0.01,0,0,39.5,0,18.77,475.98,702.31,15.67,4.12,2.4
"2019-05-10T18:15:00+02:00",0.34,0,0,0,37.64,0,18.72,423.96,655.35,15.63,3.42,2.03
"2019-05-10T18:30:00+02:00",0.23,0,0,0,38.17,0,18.74,392.71,606.91,15.76,3.15,1.91
"2019-05-10T18:45:00+02:00",0,0,0,0,41.05,0,18.65,370.01,557.2,15.86,3.55,2.15
"2019-05-10T19:00:00+02:00",0,0,0,0,45.06,0,18.1,327.17,506.43,15.65,4.47,2.58
"2019-05-10T19:15:00+02:00",0.01,0.01,0,0,48.57,0,17.3,283.31,454.82,15.19,5.03,2.76
"2019-05-10T19:30:00+02:00",0,0.01,0,0,50.94,0,16.49,241.16,402.59,14.71,5.04,2.68
"2019-05-10T19:45:00+02:00",0,0,0,0,52.74,0,15.72,199.61,349.96,14.27,4.85,2.55
"2019-05-10T20:00:00+02:00",0,0.01,0,0,54.97,0,14.93,157.9,297.16,13.83,4.87,2.52
"2019-05-10T20:15:00+02:00",0.01,0.02,0.25,0,58.23,0,14.09,112.18,244.41,13.34,5.21,2.6
"2019-05-10T20:30:00+02:00",0,0.17,1,0,62.25,0,13.28,53.9,179.78,12.81,5.65,2.71
"2019-05-10T20:45:00+02:00",0,0.26,1,0,65.91,0,12.73,46.67,167.61,12.38,5.87,2.76
"2019-05-10T21:00:00+02:00",0.01,1,1,0,68.78,0,12.19,12.48,88.74,12,6,2.79
"2019-05-10T21:15:00+02:00",0.08,1,1,0,70.62,0,11.84,6.58,52.05,11.73,6.1,2.77
"2019-05-10T21:30:00+02:00",0.16,1,1,0,71.64,0,11.59,0.67,15.36,11.54,6.24,2.77
"2019-05-10T21:45:00+02:00",1,1,1,0,72.11,0,11.35,0,0,11.38,6.4,2.8
"2019-05-10T22:00:00+02:00",1,1,1,0,72.27,0,11.16,0,0,11.25,6.46,2.77
"2019-05-10T22:15:00+02:00",1,1,1,0,72.28,0,11.01,0,0,11.15,6.36,2.67
"2019-05-10T22:30:00+02:00",1,1,1,0,72.02,0,10.98,0,0,11.11,6.55,2.8
"2019-05-10T22:45:00+02:00",1,1,1,0,72.05,0,10.89,0,0,10.98,6.7,3.1
"2019-05-10T23:00:00+02:00",1,1,1,0.01,73.5,0,10.65,0,0,10.7,6.64,3.1
"2019-05-10T23:15:00+02:00",1,1,1,0.04,76.62,0,10.39,0,0,10.39,6.54,3.05
"2019-05-10T23:30:00+02:00",1,1,1,0.09,81.37,0,10.09,0,0,10.02,6.26,2.91
"2019-05-10T23:45:00+02:00",1,1,1,0.16,86.9,0,9.75,0,0,9.59,6.05,2.78
"2019-05-11T00:00:00+02:00",1,1,1,0.3,92.6,0,9.41,0,0,9.12,5.98,2.72
"2019-05-11T00:15:00+02:00",1,1,1,0.49,98.04,0,9.1,0,0,8.66,5.98,2.59
"2019-05-11T00:30:00+02:00",1,1,1,0.65,99.68,0,8.94,0,0,8.51,5.76,2.48
"2019-05-11T00:45:00+02:00",1,1,1,0.83,99.98,0,8.89,0,0,8.48,5.47,2.26
"2019-05-11T01:00:00+02:00",1,1,1,1.02,99.99,0,8.87,0,0,8.49,4.97,2.01
"2019-05-11T01:15:00+02:00",1,1,1,1.16,99.99,0,8.86,0,0,8.5,4.87,1.83
"2019-05-11T01:30:00+02:00",1,1,1,1.26,99.98,0,8.84,0,0,8.5,5.4,2.01
"2019-05-11T01:45:00+02:00",1,1,1,0.99,99.89,0,8.7,0,0,8.36,5.63,2.47
"2019-05-11T02:00:00+02:00",1,1,1,0.6,99.6,0,8.47,0,0,8.13,5.45,2.54
"2019-05-11T02:15:00+02:00",1,1,1,0.65,99.54,0,8.26,0,0,7.94,4.99,2.27
"2019-05-11T02:30:00+02:00",1,1,1,1.09,99.85,0,8.09,0,0,7.76,5.25,2.22
"2019-05-11T02:45:00+02:00",1,1,1,1.13,99.76,0,7.96,0,0,7.65,6.01,2.57
"2019-05-11T03:00:00+02:00",1,1,1,0.73,98.84,0,7.72,0,0,7.46,6.63,3.13
"2019-05-11T03:15:00+02:00",1,1,1,0.45,98.77,0,7.4,0,0,7.17,6.59,2.85
"2019-05-11T03:30:00+02:00",1,1,1,0.39,99.05,0,7.34,0,0,7.12,5.98,2.63
"2019-05-11T03:45:00+02:00",1,1,1,0.44,99.08,0,7.34,0,0,7.15,6.75,2.97
"2019-05-11T04:00:00+02:00",1,1,1,0.32,98.77,0,7.3,0,0,7.13,7.37,3.25
"2019-05-11T04:15:00+02:00",1,1,1,0.29,98.63,0,7.19,0,0,6.99,7.67,3.43
"2019-05-11T04:30:00+02:00",1,1,1,0.29,98.77,0,7.03,0,0,6.8,7.48,3.33
"2019-05-11T04:45:00+02:00",1,1,1,0.28,98.8,0,6.93,0,0,6.7,7.51,3.33
"2019-05-11T05:00:00+02:00",1,1,1,0.18,98.51,0,6.9,0,0,6.7,7.7,3.35
"2019-05-11T05:15:00+02:00",1,1,0.11,0.1,98.08,0,6.82,0,0,6.7,6.84,2.91
"2019-05-11T05:30:00+02:00",1,1,0.11,0.06,97.78,0,6.77,0,0,6.69,5.59,2.33
"2019-05-11T05:45:00+02:00",1,1,0.11,0.07,97.98,0,6.73,0,0,6.65,4.74,1.89
"2019-05-11T06:00:00+02:00",1,1,0.11,0.08,98.66,0,6.68,0,0,6.6,3.96,1.48
"2019-05-11T06:15:00+02:00",1,1,0,0.07,99.12,0,6.77,0,0,6.63,3.68,1.27
"2019-05-11T06:30:00+02:00",1,1,0,0.03,98.9,0,6.86,0,0,6.75,3.99,1.44
"2019-05-11T06:45:00+02:00",1,1,0,0.01,98.51,0,6.99,0,0,6.91,4.29,1.8
"2019-05-11T07:00:00+02:00",1,1,0,0.01,98.62,0,7.06,0,0,6.97,4.62,1.98
"2019-05-11T07:15:00+02:00",1,0.8,0,0.01,98.46,0,7.28,9.49,169.24,7.09,5.19,2.25
"2019-05-11T07:30:00+02:00",1,0.8,0,0.01,98.48,0,7.32,9.49,169.24,7.11,5.76,2.6
"2019-05-11T07:45:00+02:00",1,0.19,0,0.01,98.32,0,7.3,11.46,273.9,7.08,6.02,2.75
"2019-05-11T08:00:00+02:00",1,0.19,0,0.01,98.09,0,7.29,11.46,273.9,7.08,6.23,2.81
"2019-05-11T08:15:00+02:00",1,0.94,0,0.02,97.93,0,7.5,37.77,379.25,7.19,6.16,2.77
"2019-05-11T08:30:00+02:00",1,0.39,0.02,0.04,98.2,0,7.52,23.27,426.79,7.23,6.1,2.79
"2019-05-11T08:45:00+02:00",1,0.09,0.06,0.1,98.67,0,7.53,16.46,472.87,7.24,5.52,2.49
"2019-05-11T09:00:00+02:00",1,0,0.11,0.11,98.96,0,7.58,16.36,517.67,7.27,5.2,2.3
"2019-05-11T09:15:00+02:00",1,0.02,0.25,0.1,98.87,0,7.65,18.62,584.82,7.34,5.83,2.55
"2019-05-11T09:30:00+02:00",1,0.01,0.39,0.07,98.6,0,7.7,21.62,629.2,7.39,6.11,2.72
"2019-05-11T09:45:00+02:00",1,0,0.57,0.08,98.27,0,7.71,22.13,671.66,7.46,6.25,2.77
"2019-05-11T10:00:00+02:00",1,0.01,0.79,0.15,98.68,0,7.6,20.45,712.45,7.42,6.01,2.65
"2019-05-11T10:15:00+02:00",1,0.06,1,0.25,99.09,0,7.75,16.14,771.95,7.47,5.81,2.63
"2019-05-11T10:30:00+02:00",1,0.02,1,0.22,98.85,0,7.94,35.53,810.14,7.57,6.23,2.83
"2019-05-11T10:45:00+02:00",1,0.02,1,0.19,98.86,0,8.15,46.8,846.09,7.69,5.87,2.65
"2019-05-11T11:00:00+02:00",1,0.05,1,0.2,98.95,0,8.29,50.98,880.07,7.79,6.14,2.73
"2019-05-11T11:15:00+02:00",1,0.19,1,0.17,98.89,0,8.42,54.35,927.87,7.88,5.92,2.62
"2019-05-11T11:30:00+02:00",1,0.15,1,0.14,98.72,0,8.62,65.13,957.28,8.01,5.47,2.44
"2019-05-11T11:45:00+02:00",1,0.09,1,0.12,98.42,0,8.85,69.68,984.26,8.19,4.69,2.12
"2019-05-11T12:00:00+02:00",1,0,1,0.1,98.3,0,9,68.78,1 009.13,8.3,4.2,1.9
"2019-05-11T12:15:00+02:00",1,0,1,0.09,98.25,0,9.01,56.62,1 041.97,8.36,3.95,1.76
"2019-05-11T12:30:00+02:00",1,0,1,0.08,98.1,0,9.09,57.22,1 060.59,8.43,3.76,1.69
"2019-05-11T12:45:00+02:00",1,0.01,1,0.07,98.12,0,9.22,60.65,1 076.77,8.57,4.23,1.92
"2019-05-11T13:00:00+02:00",1,0.02,1,0.03,96.51,0,9.43,66.53,1 090.83,8.87,4.69,2.11
"2019-05-11T13:15:00+02:00",0.39,0.02,1,0.02,87.83,0,13.24,565.83,1 106.47,10.41,5.1,2.42
"2019-05-11T13:30:00+02:00",0.81,0.01,1,0.01,79.9,0,13.98,388.43,1 113.02,11.25,5.53,2.81
"2019-05-11T13:45:00+02:00",1,0.01,1,0.03,77.67,0,14.09,321.12,1 117.3,11.6,6.13,3.07
"2019-05-11T14:00:00+02:00",1,0.01,1,0.03,73.91,0,14.85,350.13,1 119.59,12.28,6.77,3.29
"2019-05-11T14:15:00+02:00",1,0.04,0.78,0.03,67.77,0,16.65,615.59,1 116.97,13.23,5.52,2.77
"2019-05-11T14:30:00+02:00",0.68,0.02,0.55,0.02,63.33,0,17.73,720.62,1 111.02,14.04,5.27,2.8
"2019-05-11T14:45:00+02:00",0.69,0.35,0.4,0.08,63.31,0,16.83,527.64,1 103.1,13.98,7.97,4.07
"2019-05-11T15:00:00+02:00",1,1,0.31,0.08,76.75,0,12.56,73.92,1 093.46,11.02,6.43,3.1
"2019-05-11T15:15:00+02:00",0.74,1,0.14,0.01,74.56,0,15.03,482.03,1 072.76,11.66,4.03,1.85
"2019-05-11T15:30:00+02:00",0.39,0.32,0.05,0.01,71.01,0,16.48,615.59,1 054.7,12.36,2.69,1.32
"2019-05-11T15:45:00+02:00",0.5,0.35,0.01,0.04,65.98,0,17.15,585.7,1 035.13,13.34,3.12,1.81
"2019-05-11T16:00:00+02:00",1,1,0,0.04,64.8,0,16.7,412.81,1 014.22,13.69,5.13,2.74
"2019-05-11T16:15:00+02:00",1,0.03,0.03,0.05,67.27,0,14.11,81.42,976.84,12.69,6.65,3.34
"2019-05-11T16:30:00+02:00",1,0.69,0.01,0.03,67.36,0,13.15,71.27,947.92,12.2,8.35,3.94
"2019-05-11T16:45:00+02:00",1,1,0,0.01,64.54,0,12.76,68.77,918.02,12.03,9.03,4.1
"2019-05-11T17:00:00+02:00",1,1,0,0,62.24,0,12.81,72.96,887.27,12.09,6.43,2.98
"2019-05-11T17:15:00+02:00",1,0.3,0,0.01,61.24,0,13.37,98.04,835.77,12.61,5.61,2.72
"2019-05-11T17:30:00+02:00",0.35,0.15,0,0.02,59.21,0,15.65,389.76,797.94,13.45,4.79,2.39
"2019-05-11T17:45:00+02:00",0.04,0.05,0,0.03,56.54,0,17.37,517.22,759.76,14.19,4,2.23
"2019-05-11T18:00:00+02:00",0.03,0,0,0.02,55.43,0,17.45,500.94,721.26,14.36,4.14,2.37
"2019-05-11T18:15:00+02:00",0.14,0.07,0.05,0.04,54.21,0,17.29,417.97,659.14,14.58,5.61,3.02
"2019-05-11T18:30:00+02:00",0.73,0.7,0.02,0.02,55.66,0,15.47,162.25,614.99,13.89,7.81,3.95
"2019-05-11T18:45:00+02:00",1,1,0,0.02,61.09,0,13.3,50.65,571.13,12.38,8.08,3.86
"2019-05-11T19:00:00+02:00",1,1,0,0.01,63.43,0,12.66,65.15,527.51,11.73,5.97,2.71
"2019-05-11T19:15:00+02:00",0.14,0.41,0,0.01,60.39,0,13.91,240.49,459,12.33,4.43,1.97
"2019-05-11T19:30:00+02:00",0.15,0.13,0,0.01,55.12,0,14.64,229.19,411.54,13.2,3.82,1.72
"2019-05-11T19:45:00+02:00",0.45,0.2,0,0.01,47.3,0,14.8,152.01,364.98,14.02,6.8,3.1
"2019-05-11T20:00:00+02:00",1,0.57,0,0,44.98,0,13.79,17.18,319.21,13.59,7.11,3.13
"2019-05-11T20:15:00+02:00",1,0.01,0,0.01,46.96,0,13.49,26.26,248.99,13.38,4,1.76
"2019-05-11T20:30:00+02:00",1,0.04,0,0.01,50.2,0,13.23,25.95,201.45,13.17,4.1,1.76
"2019-05-11T20:45:00+02:00",0.93,0.04,0,0.03,53.88,0,12.82,25.72,155.37,12.81,4.5,1.93
"2019-05-11T21:00:00+02:00",0.79,0,0,0.01,56.41,0,12.08,25.55,110.56,12.32,3.75,1.6
"2019-05-11T21:15:00+02:00",0.83,0.04,0,0.01,56.82,0,11.09,4.37,43.41,11.81,3.65,1.32
"2019-05-11T21:30:00+02:00",0.83,0.04,0,0,56.59,0,10.6,4.37,43.41,11.2,5.98,2.02
"2019-05-11T21:45:00+02:00",0.82,0.01,0,0,52.03,0,10.58,0,0,11.03,8.71,2.86
"2019-05-11T22:00:00+02:00",0.82,0.01,0,0,46.76,0,10.55,0,0,10.93,9.79,3.78
"2019-05-11T22:15:00+02:00",0,0,0,0,46.19,0,9.58,0,0,10.33,10.06,3.84
"2019-05-11T22:30:00+02:00",0,0,0,0,49.19,0,8.9,0,0,9.84,10.04,3.67
"2019-05-11T22:45:00+02:00",0,0,0,0,52.1,0,8.44,0,0,9.51,9.73,3.56
"2019-05-11T23:00:00+02:00",0,0,0,0,54.97,0,8.01,0,0,9.15,9.53,3.47
"2019-05-11T23:15:00+02:00",0,0,0,0,58.29,0,7.57,0,0,8.76,9.5,3.45
"2019-05-11T23:30:00+02:00",0,0,0,0,61.48,0,7.15,0,0,8.36,9.44,3.4
"2019-05-11T23:45:00+02:00",0,0,0,0,64.17,0,6.75,0,0,7.97,9.34,3.34
"2019-05-12T00:00:00+02:00",0,0,0,0,66.39,0,6.39,0,0,7.62,9.2,3.29
"2019-05-12T00:15:00+02:00",0,0,0,0,68.48,0,6,0,0,7.28,8.98,3.19
"2019-05-12T00:30:00+02:00",0,0,0,0,70.57,0,5.62,0,0,6.92,8.72,3.06
"2019-05-12T00:45:00+02:00",0,0,0,0,72.67,0,5.23,0,0,6.55,8.47,2.9
"2019-05-12T01:00:00+02:00",0,0,0,0,74.63,0,4.85,0,0,6.19,8.2,2.7
"2019-05-12T01:15:00+02:00",0,0,0,0,76.59,0,4.37,0,0,5.79,7.88,2.47
"2019-05-12T01:30:00+02:00",0,0,0,0,78.73,0,3.85,0,0,5.31,7.54,2.21
"2019-05-12T01:45:00+02:00",0,0,0,0,81.12,0,3.2,0,0,4.66,7.12,1.97
"2019-05-12T02:00:00+02:00",0,0,0,0,83.75,0,2.44,0,0,3.8,6.58,1.89
"2019-05-12T02:15:00+02:00",0,0,0,0,86.05,0,1.71,0,0,3.01,6.01,1.93
"2019-05-12T02:30:00+02:00",0,0,0,0,87.63,0,1.2,0,0,2.5,5.52,1.93
"2019-05-12T02:45:00+02:00",0,0,0,0,88.98,0,0.84,0,0,2.16,5.12,1.94
"2019-05-12T03:00:00+02:00",0,0,0,0,90.21,0,0.55,0,0,1.9,5.6,1.91
"2019-05-12T03:15:00+02:00",0,0,0,0,91.45,0,0.21,0,0,1.59,6.32,1.89
"2019-05-12T03:30:00+02:00",0,0,0,0,92.63,0,-0.07,0,0,1.3,6.46,1.89
"2019-05-12T03:45:00+02:00",0,0,0,0,93.59,0,-0.31,0,0,1.09,6.26,1.83
"2019-05-12T04:00:00+02:00",0,0,0,0,94.48,0,-0.58,0,0,0.85,6.1,1.78
"2019-05-12T04:15:00+02:00",0,0,0,0,95.31,0,-0.9,0,0,0.57,6.04,1.79
"2019-05-12T04:30:00+02:00",0,0,0,0,96.15,0,-1.15,0,0,0.28,6,1.82
"2019-05-12T04:45:00+02:00",0,0,0,0,96.76,0,-1.32,0,0,0.1,5.93,1.82
"2019-05-12T05:00:00+02:00",0,0,0,0,97.5,0,-1.55,0,0,-0.1,5.73,1.76
"2019-05-12T05:15:00+02:00",0.01,0,0,0,98.63,0,-1.89,0,0,-0.44,5.53,1.81
"2019-05-12T05:30:00+02:00",0.01,0,0,0,99.9,0,-1.98,0,0,-0.7,5.67,1.89
"2019-05-12T05:45:00+02:00",0.01,0,0,0,100,0,-1.98,0,0,-0.67,5.79,1.83
"2019-05-12T06:00:00+02:00",0.01,0,0,0,100,0,-2.01,0,0,-0.65,5.77,1.82
"2019-05-12T06:15:00+02:00",0.95,0,0,0,99.72,0,-0.63,0,0,-0.09,5.73,1.62
"2019-05-12T06:30:00+02:00",0.95,0,0,0,99.8,0,0.03,0,0,0.44,5.82,1.48
"2019-05-12T06:45:00+02:00",0.95,0,0,0,99.84,0,0.23,0,0,0.49,6.06,1.39
"2019-05-12T07:00:00+02:00",0.95,0,0,0,99.83,0,0.26,0,0,0.41,6.06,1.27
"2019-05-12T07:15:00+02:00",0.97,0,0,0.01,99.75,0,0.7,40.66,173.71,0.49,5.83,1.18
"2019-05-12T07:30:00+02:00",0.97,0,0,0.01,99.94,0,0.99,40.66,173.71,0.72,5.79,1.24
"2019-05-12T07:45:00+02:00",1,0,0,0.01,99.9,0,1.75,74.88,290.37,1.08,5.64,1.14
"2019-05-12T08:00:00+02:00",1,0,0,0.01,99.69,0,2.33,82.58,313.24,1.53,5.14,1.03
"2019-05-12T08:15:00+02:00",1,0,0,0,99.13,0,2.89,92.31,383.33,1.93,4.49,0.88
"2019-05-12T08:30:00+02:00",1,0,0,0,98.43,0,3.58,109.18,430.78,2.4,3.8,0.7
"2019-05-12T08:45:00+02:00",1,0,0,0,97.87,0,4.41,128,476.77,2.94,2.85,0.57
"2019-05-12T09:00:00+02:00",1,0,0,0,97.29,0,5.19,148.53,521.49,3.42,1.55,0.58
"2019-05-12T09:15:00+02:00",0.6,0,0,0,94.89,0,6.67,281.51,588.51,3.96,1.01,0.57
"2019-05-12T09:30:00+02:00",0.72,0,0,0,91.47,0,7.42,246.78,632.81,4.54,1.1,0.52
"2019-05-12T09:45:00+02:00",0.85,0,0,0,89.06,0,7.65,204.5,675.19,5,1.21,0.58
"2019-05-12T10:00:00+02:00",1,0,0,0,87.65,0,7.56,155.63,715.9,5.26,1.26,0.59
"2019-05-12T10:15:00+02:00",1,0,0,0,85.99,0,8.18,181.4,775.29,5.66,1.23,0.55
"2019-05-12T10:30:00+02:00",0.71,0,0,0,83.19,0,9.6,332.77,813.42,6.28,1.26,0.64
"2019-05-12T10:45:00+02:00",0.69,0,0,0,78.97,0,10.64,370.79,849.3,7.08,1.38,0.82
"2019-05-12T11:00:00+02:00",0.9,0,0,0,76.16,0,10.85,309.61,883.22,7.64,1.73,0.99
"2019-05-12T11:15:00+02:00",0.83,0,0,0,73,0,11.46,364.78,930.94,8.26,2.33,1.31
"2019-05-12T11:30:00+02:00",0.62,0,0,0,69.82,0,12.29,471.37,960.29,8.88,2.57,1.5
"2019-05-12T11:45:00+02:00",0.42,0,0,0,66.74,0,13.17,575.41,987.23,9.48,2.74,1.63
"2019-05-12T12:00:00+02:00",0.23,0,0,0,63.84,0,13.89,677.21,1 012.05,9.98,3.03,1.82
"2019-05-12T12:15:00+02:00",0,0,0,0,60.39,0,14.59,806.78,1 044.83,10.49,3.52,2.12
"2019-05-12T12:30:00+02:00",0.14,0,0,0,56.5,0,15.04,812.78,1 063.41,11.05,4.13,2.45
"2019-05-12T12:45:00+02:00",0.39,0,0,0,53.79,0,15.37,768.48,1 079.57,11.46,4.38,2.55
"2019-05-12T13:00:00+02:00",0.74,0,0,0,52.92,0,15.39,680.15,1 093.6,11.59,4.19,2.44
